DateTime [UTC],BandStart_Latitude,BandStart_Longitude,BandMidpoint_Latitude,BandMidpoint_Longitude,BandEnd_Latitude,BandEnd_Longitude,BandIntensity [dBZ],BandAz_LO1 [deg],BandRng_LO1 [km],WaterTemp_Ontario [degC],IceCover_Ontario [%],IceCover_Huron [%],IceCover_Erie [%],z_925mb [m],T_925mb [degC],dT/dz_water-925hPa [degC/km],RH_925mb [%],u_925mb [kt],v_925mb [kt],z_850mb [m],T_850mb [degC],dT/dz_water-850hPa [degC/km],RH_850mb [%],u_850mb [kt],v_850mb [kt],bulkshear_925-850hPa [kt],z_700mb [m],T_700mb [degC],dT/dz_water-700hPa [degC/km],RH_700mb [%],u_700mb [kt],v_700mb [kt],bulkshear_925-700hPa [kt],z_500mb [m],T_500mb [degC],RH_500mb [%],u_500mb [kt],v_500mb [kt],bulkshear_925-500hPa [kt]
2017-02-10 04:00:00,43.284557,-77.203362,43.17043914159292,-76.53055602654867,43.098469,-75.583435,12.0,155.8349484293956,40.83176275342385,3.09,3.89,25.21,7.39,775.27,-12.59,20.225211861673998,69.43,26.03,6.98,1413.52,-18.03,11.092874526006,81.93,27.16,-4.12,42.64,2848.74,-23.09,5.5041878163679385,45.03,36.91,-17.43,61.46,5274.99,-31.71,25.16,72.9,-50.19,107.79
2017-02-10 05:00:00,43.285248,-77.150635,43.07425768181819,-76.74624330681822,42.836811,-76.264397,14.5,150.55476299669942,42.67781605281867,3.09,3.89,25.21,7.39,777.94,-12.71,20.310049618222482,70.72,26.86,7.84,1415.97,-18.03,11.158428497778909,83.75,24.64,-3.04,42.28,2853.42,-22.54,5.537214991133447,67.67,38.46,-17.99,63.43,5291.53,-30.59,25.49,76.76,-47.55,105.23
2017-02-10 06:00:00,43.276951,-77.291069,43.04491022608694,-76.48661371304348,42.748714,-75.75823199999998,16.0,165.8315690226211,39.308479913876226,3.09,3.89,25.21,7.39,779.95,-12.74,20.296172831591768,71.74,27.87,10.29,1418.52,-17.53,11.159518371260187,83.74,23.63,-0.74,40.46,2857.37,-22.53,5.540059565264562,74.54,38.88,-15.34,61.11,5304.0,-29.71,20.22,77.24,-45.07,103.15
2017-02-10 07:00:00,43.263905,-77.451836,43.019354887999974,-76.41994228799997,42.676014,-75.459366,-9999.0,184.8900824015517,39.71297821565497,3.09,3.89,25.21,7.39,782.64,-12.9,20.43084943268936,76.6,28.39,11.08,1422.11,-16.66,11.243855960509384,85.0,23.48,0.94,38.82,2865.36,-21.97,5.580450624005361,77.3,41.49,-16.27,63.16,5318.13,-28.66,15.97,78.99,-45.02,103.82
2017-02-10 08:00:00,43.257233,-77.469215,43.07675107738096,-76.57489894047616,42.808342,-75.51702900000002,4.0,186.77977446019608,40.592820201232186,3.09,3.89,25.21,7.39,787.84,-12.73,20.0802193338749,77.66,30.0,10.83,1429.13,-16.0,11.069671758342489,85.53,24.5,0.94,41.1,2873.23,-21.38,5.505998475583229,65.53,41.86,-16.15,65.27,5330.3,-27.64,13.67,74.97,-44.61,105.51
2017-02-10 09:00:00,43.272793,-77.428658,43.18540772839508,-77.00738955555556,43.074165,-76.509003,3.5,182.24064150267083,38.61099323221226,3.09,3.89,25.21,7.39,790.84,-12.97,20.307521116787218,80.1,26.93,8.46,1432.35,-15.72,11.212343351834399,85.71,21.6,-0.39,38.64,2880.26,-20.47,5.575885510335873,60.62,49.34,-15.07,59.4,5345.86,-26.9,28.47,76.82,-42.35,97.98
2017-02-10 10:00:00,43.279617,-77.253052,43.20951675757575,-76.859475,43.126423,-76.346069,9.5,161.43841256776125,39.8861853044511,3.09,3.89,25.21,7.39,794.61,-12.15,19.179219994714387,79.39,26.26,7.55,1437.86,-15.34,10.599084750949329,85.84,22.13,-0.45,37.77,2890.76,-19.05,5.2719700009686035,44.12,51.8,-15.92,59.65,5365.88,-26.35,42.38,75.77,-35.78,87.74
2017-02-10 11:00:00,43.285019,-77.168213,43.217973578947394,-76.63225677631583,43.183308,-76.022026,14.5,152.26306079120442,42.02343236099319,3.09,3.89,25.21,7.39,795.51,-12.47,19.559779261102943,81.42,21.39,4.09,1436.64,-16.11,10.830827486357055,85.5,20.45,0.89,28.99,2893.93,-18.8,5.3767713800955805,29.76,46.79,-16.69,53.85,5365.25,-26.45,55.09,72.01,-33.97,78.29
2017-02-10 12:00:00,43.28323,-77.1418,43.24990677380953,-76.59378142857142,43.241035,-75.969658,14.0,149.87363587478154,43.225847199495256,3.09,3.89,25.21,7.39,796.24,-12.6,19.705114035969054,77.6,16.64,5.01,1437.07,-15.99,10.9180485292992,85.55,19.32,-1.3,25.37,2898.94,-17.95,5.412323125004312,16.29,45.01,-14.95,44.68,5379.74,-25.33,64.01,70.46,-33.01,70.22
2017-02-10 13:00:00,43.277077,-76.942429,43.18065528301886,-76.63902801886792,43.02002,-76.30407,14.5,135.13038159304682,53.61732026691399,3.09,3.89,25.21,7.39,801.46,-12.85,19.888703116811815,86.44,14.94,7.15,1441.86,-15.88,11.055164856504792,69.25,18.38,-1.51,23.26,2905.07,-17.76,5.486959006151314,13.96,44.84,-13.16,39.74,5392.41,-24.65,51.32,71.24,-36.07,72.14
2017-02-10 14:00:00,43.662514,-76.1987,43.55699843589743,-75.73986292307694,43.468792,-75.247833,9.5,86.80547448436006,97.52004020914995,3.09,3.89,25.21,7.39,805.57,-12.79,19.71274997827625,85.96,12.88,8.84,1446.8,-15.39,10.975946917334808,78.19,17.88,1.12,16.63,2912.11,-17.42,5.453090714293072,21.17,39.8,-7.91,29.4,5418.6,-22.48,58.49,70.17,-31.43,62.66
2017-02-10 15:00:00,43.613461,-76.198273,43.5237412,-75.85143105714286,43.46520200000001,-75.50057199999998,3.5,90.00910371842794,97.48236935828884,3.09,3.89,25.21,7.39,801.96,-12.49,19.427402862985684,77.23,10.74,10.98,1444.73,-14.42,10.7840219279727,75.17,18.93,4.39,8.98,2913.31,-16.81,5.347868918858618,30.15,38.29,-6.09,23.8,5429.88,-22.17,63.6,69.73,-28.0,54.79
2017-11-19 18:00:00,43.483894,-76.47641,43.35780671875001,-76.2901889375,43.253445,-76.09563399999998,-9999.0,101.05172263361848,76.69155580903652,8.53,0.0,0.0,0.0,620.29,-5.39,22.441116252075638,93.56,27.25,0.52,1278.37,-8.92,10.888866290667021,81.31,35.4,-5.62,46.49,2774.94,-13.1,5.016324677290319,62.37,40.54,-7.65,49.36,5285.84,-24.33,5.98,34.75,7.21,28.34
2017-11-19 19:00:00,43.440506,-76.575714,43.299779619047634,-76.07222433333331,43.113304,-75.504532,10.0,106.2406599867861,70.10934474247671,8.53,0.0,0.0,0.0,624.46,-4.91,21.522595522531464,93.95,23.8,2.26,1283.04,-9.28,10.475121586232698,91.92,30.32,0.43,33.05,2778.76,-13.33,4.836689746505635,48.34,39.24,-3.18,38.16,5283.46,-24.94,9.06,38.72,5.26,26.22
2017-11-19 20:00:00,43.375755,-76.668648,43.09750147142857,-76.0957812,42.740208,-75.662399,6.0,114.17092085244764,65.63193536251875,8.53,0.0,0.0,0.0,631.88,-4.71,20.953345571944038,96.85,23.14,1.08,1290.56,-10.53,10.259112323332506,90.82,27.72,-0.24,33.06,2782.65,-13.2,4.758054372630405,38.35,34.43,3.04,28.43,5284.62,-25.53,18.7,36.55,9.69,19.02
2017-11-19 21:00:00,43.330147,-76.758804,43.16788081034482,-76.43180213793106,42.978455,-76.055862,12.0,121.29950018105477,61.601073629816405,8.53,0.0,0.0,0.0,637.43,-4.91,21.084668120421068,97.0,22.87,-0.0,1294.94,-11.11,10.378859252166123,89.93,25.81,-1.53,34.51,2781.23,-13.74,4.832394300363508,48.36,31.77,9.49,18.92,5282.93,-25.86,35.43,33.38,20.32,3.61
2017-11-19 22:00:00,43.287716,-77.124329,42.98010053448274,-76.79417067241378,42.652119,-76.474327,9.5,147.93359955383934,43.52405606346291,8.53,0.0,0.0,0.0,650.5,-5.15,21.02997694081476,90.86,22.55,2.37,1307.76,-10.87,10.460634978895209,87.64,25.79,1.55,29.7,2789.54,-14.8,4.904034356919062,50.68,30.69,7.19,21.72,5287.97,-26.16,44.93,28.72,26.4,5.44
2017-11-19 23:00:00,43.282307,-77.212097,43.070905311320736,-76.42579841509435,42.787106,-75.755379,14.0,156.8848049049645,40.779277451362546,8.53,0.0,0.0,0.0,655.06,-5.29,21.09730406374989,86.66,23.1,1.36,1311.34,-10.94,10.538838135037443,84.59,24.8,-1.37,34.61,2791.25,-15.73,4.951186744290193,67.28,27.41,6.17,23.94,5283.24,-26.54,51.79,22.72,30.22,10.07
2017-11-20 00:00:00,43.321423,-76.779167,43.09194628409091,-76.1871620568182,42.895718,-75.47604399999999,25.5,122.89439131854657,60.7347095869921,8.44,0.0,0.0,0.0,657.77,-5.93,21.84654210438299,93.71,21.83,1.09,1313.18,-10.57,10.942901963173364,90.02,25.32,-1.88,33.53,2789.02,-16.73,5.152347419523704,82.74,26.36,6.15,22.17,5272.91,-27.63,61.33,16.62,33.26,16.16
2017-11-20 01:00:00,43.423164,-76.61069499999998,43.062700392405056,-75.78296613291141,42.636978000000006,-74.856522,18.0,108.48268057175257,68.01623657173944,8.44,0.0,0.0,0.0,657.38,-6.25,22.346283732392223,92.66,22.03,-0.94,1312.7,-10.55,11.190675706559,87.32,27.25,-0.61,32.02,2784.72,-17.88,5.275216179723635,66.77,25.4,7.47,20.59,5258.52,-28.54,48.57,17.4,29.76,10.93
2017-11-20 02:00:00,43.532269,-76.229935,43.147416529914544,-75.57562118803415,42.71806,-74.861244,14.0,95.45226648006084,95.49552968179043,8.44,0.0,0.0,0.0,660.41,-6.59,22.758589361154435,83.41,21.75,-3.13,1315.68,-11.1,11.423750456037942,72.31,24.72,1.84,28.16,2784.23,-18.72,5.398260919536101,67.89,22.43,8.57,18.64,5243.15,-30.26,38.94,18.06,28.46,9.49
2017-11-20 03:00:00,43.72007,-76.205093,43.21089152380952,-75.35420162585034,42.706059,-74.472488,24.0,83.0342576050287,97.4813057311266,8.44,0.0,0.0,0.0,661.06,-6.62,22.78159319880192,77.94,24.33,-5.9,1316.26,-11.47,11.44150851655448,71.5,24.42,4.27,28.37,2782.46,-19.51,5.412476729225218,80.52,22.41,7.16,24.28,5232.58,-31.01,39.97,20.2,22.44,2.67
2017-11-20 04:00:00,43.53656,-76.224091,43.34063995876289,-75.43880674226803,42.897385,-74.623032,23.5,95.13841535747684,95.91287708232012,8.44,0.0,0.0,0.0,668.68,-7.19,23.374409283962436,72.5,27.3,-8.02,1322.55,-11.96,11.818078711579902,88.44,22.42,9.01,25.87,2785.57,-20.07,5.611059854895047,80.89,21.92,7.77,27.62,5226.74,-32.02,50.28,24.04,14.74,17.76
2017-11-20 05:00:00,43.532284,-76.22699,43.27677999999999,-75.62935877922078,42.928486,-75.08854699999998,26.0,95.4357743191255,95.73118467852673,8.44,0.0,0.0,0.0,674.35,-7.75,24.008304293022906,92.6,28.73,-5.47,1326.43,-12.91,12.20569498578892,87.23,23.95,11.86,23.86,2787.62,-20.36,5.807821726060222,81.29,23.89,10.15,26.28,5218.37,-33.15,62.76,31.01,7.62,29.85
2017-11-20 06:00:00,43.278114,-77.35849,43.06460612056739,-76.42387078014188,42.846523,-75.409309,13.0,173.74007195204257,38.21695291128007,8.44,0.0,0.0,0.0,681.07,-8.4,24.725799110223615,93.41,27.98,-2.11,1331.2,-13.2,12.650240384615385,87.36,27.03,11.62,23.14,2791.88,-20.29,6.031777870109031,81.47,27.88,9.81,25.7,5221.33,-33.66,66.12,35.59,2.77,35.65
2017-11-20 07:00:00,43.254963,-77.477936,43.129377262773716,-76.57889994160584,42.829735,-75.57513399999998,14.5,187.71952960471185,40.93161163722988,8.44,0.0,0.0,0.0,691.1,-9.71,26.262480104181737,90.7,26.1,0.42,1338.45,-13.28,13.560461728118343,86.86,25.85,10.83,21.6,2798.98,-20.3,6.484505069703964,81.05,33.5,10.15,22.56,5227.33,-34.04,58.18,40.7,-1.66,39.26
2017-11-20 08:00:00,43.24379,-77.509819,43.00267144078949,-76.29952080263162,42.646072,-74.937584,15.5,190.94037569782472,42.57337272024488,8.44,0.0,0.0,0.0,688.54,-10.53,27.5510500479275,89.78,23.98,-0.06,1333.47,-14.07,14.226041830712353,86.78,24.11,7.42,23.42,2793.82,-19.75,6.78998647013766,54.84,38.12,5.45,26.21,5224.77,-34.85,42.31,43.23,-3.99,39.56
2017-11-20 09:00:00,43.277985,-77.36727900000002,43.05104291935484,-76.40920891129028,42.839973,-75.351166,18.5,174.80373149396905,38.1606486199964,8.44,0.0,0.0,0.0,695.08,-10.5,27.24866202451516,89.61,22.29,4.51,1339.25,-14.49,14.142243793167816,86.16,33.16,-0.6,32.37,2798.38,-19.44,6.7682016023556475,42.59,41.91,3.35,26.79,5229.61,-35.31,48.96,41.58,-4.73,38.21
2017-11-20 16:00:00,43.752003,-76.217186,43.5989533831776,-75.31221011214956,43.266937,-74.27975500000002,25.0,80.88759859560871,96.96338889782885,8.44,0.0,0.0,0.0,717.63,-9.0,24.302217019912767,92.65,12.82,6.57,1369.3,-11.68,12.73643467465128,89.13,26.64,16.14,4.7,2829.97,-21.45,6.162609497627183,80.81,50.59,11.47,1.91,5263.2,-31.54,23.63,71.66,-10.89,33.53
2017-11-20 17:00:00,43.651863,-76.195656,43.62399288172044,-75.33256489247313,43.595898,-74.513611,22.5,87.50475139838629,97.72314352513055,8.44,0.0,0.0,0.0,717.65,-8.85,24.092524210966346,93.34,9.08,1.71,1370.52,-10.91,12.615649534483262,89.61,25.51,12.51,4.85,2834.6,-20.6,6.099626049530798,79.22,50.83,11.26,3.08,5281.8,-30.43,15.37,74.8,-17.17,37.12
2017-11-20 18:00:00,43.664619,-76.204613,43.640093017857154,-75.2141531964286,43.619473,-74.159584,8.0,86.65594261597755,97.05509231755107,8.44,0.0,0.0,0.0,719.68,-8.43,23.440973766118272,94.41,10.16,1.03,1373.89,-10.4,12.279003413664848,87.02,25.89,9.01,1.63,2840.88,-20.35,5.938300808200275,72.13,53.53,8.17,2.81,5300.52,-29.2,10.76,84.9,-21.87,45.3
2017-11-20 19:00:00,43.68597000000001,-76.198898,43.59117382051281,-75.3060998974359,43.467083,-74.251602,-1.0,85.27677070183555,97.64615329373409,8.44,0.0,0.0,0.0,722.21,-7.37,21.891139696210242,96.14,18.2,-3.03,1376.32,-11.49,11.487154150197627,83.63,24.08,8.14,14.23,2849.49,-18.37,5.548361285703757,67.5,51.4,4.45,19.45,5329.01,-27.69,13.92,87.47,-23.57,59.07
2017-11-20 20:00:00,43.604916,-76.201141,43.4393558,-75.77159168888889,43.23461500000001,-75.381233,7.5,90.57037844222783,97.27029495174843,8.44,0.0,0.0,0.0,713.62,-7.14,21.832347748101228,77.53,22.94,-5.09,1368.12,-10.44,11.387889951173873,90.48,26.86,15.65,10.31,2845.49,-16.12,5.475331138046522,28.86,53.66,-3.58,37.5,5338.56,-27.31,20.94,81.42,-23.48,65.65
2017-11-20 21:00:00,43.585709,-76.203926,43.33931083823531,-75.46617547058824,42.999458,-74.842903,-4.5,91.8324790344595,97.12206141655581,8.44,0.0,0.0,0.0,726.83,-6.94,21.16038138216639,80.76,19.72,-0.38,1383.8,-9.36,11.11432287902876,92.84,33.15,11.03,12.29,2868.39,-13.66,5.361892908565432,13.75,59.15,-5.48,35.64,5376.97,-26.01,41.88,77.83,-16.94,51.85
2017-11-20 22:00:00,43.673149,-76.204689,43.56195851162789,-75.7320125116279,43.377434,-75.354118,-4.0,86.09696392104506,97.0951553206896,8.44,0.0,0.0,0.0,733.2,-6.7,20.649208947081288,80.15,18.32,1.01,1390.27,-9.9,10.889971012824848,91.56,31.57,10.09,11.64,2882.63,-12.03,5.25214821187596,19.75,55.56,-1.56,28.11,5399.09,-25.3,66.73,71.49,-13.71,45.3
2017-12-06 09:00:00,43.937916,-76.13297299999998,43.91962291304349,-75.86196669565217,43.879044,-75.57330300000002,11.5,70.53480768610626,108.37409297112288,7.1,0.0,0.0,0.0,704.84,-2.96,14.272742750127687,70.44,21.63,24.26,1367.21,-8.62,7.358050336085896,94.23,27.72,27.14,7.79,2849.28,-12.55,3.5307165318957763,7.51,38.51,45.27,33.43,5389.03,-22.36,6.42,47.68,77.69,79.28
2017-12-06 10:00:00,43.971737,-76.204353,44.13313561320753,-75.51572251886795,44.312088,-74.693237,23.0,67.57596906860194,104.30070106294012,7.1,0.0,0.0,0.0,712.88,-3.27,14.546627763438446,89.82,19.59,24.65,1376.24,-7.98,7.535022961111434,95.63,22.69,26.81,10.21,2854.51,-13.81,3.6328476691271,21.04,39.14,43.35,33.6,5384.04,-22.82,4.49,52.13,71.55,73.48
2017-12-06 11:00:00,44.073299,-76.359619,44.26302905128206,-75.45965126495723,44.36555900000001,-74.483498,28.5,58.741069358485056,98.09537967353916,7.1,0.0,0.0,0.0,714.14,-3.58,14.955050830369395,90.3,18.72,24.48,1376.71,-8.2,7.757625062649359,94.63,28.99,26.44,10.92,2851.24,-14.82,3.7457386961462382,26.98,35.17,39.71,29.68,5371.39,-23.43,5.42,58.85,67.94,69.61
2017-12-06 12:00:00,43.839027,-76.30076600000002,44.10912237500001,-75.7593277777778,44.328236,-75.232613,19.5,74.33376035401189,92.33226206466816,7.1,0.0,0.0,0.0,717.15,-3.83,15.240884054939693,90.63,15.05,25.84,1378.79,-8.91,7.927240551498053,93.02,26.17,28.09,18.44,2852.01,-13.13,3.832384879435906,13.86,41.31,33.8,26.52,5363.2,-24.39,7.89,61.01,71.81,80.27
2017-12-06 13:00:00,43.822121,-76.271027,44.245199167883214,-75.2638485255475,44.657753,-74.291595,3.5,75.81105265297731,94.1847235505588,7.1,0.0,0.0,0.0,719.82,-3.34,14.503625906476618,78.34,14.14,28.17,1382.27,-8.63,7.552793593147504,93.03,22.39,27.01,18.2,2853.69,-13.9,3.6584212020226445,11.13,42.67,27.07,18.29,5364.29,-23.3,7.93,65.29,78.81,91.46
2017-12-06 14:00:00,43.569355,-76.20573399999998,44.13586894545456,-75.23206749090909,44.65403,-74.191734,12.5,92.9079657538377,97.07822663746941,7.1,0.0,0.0,0.0,723.46,-2.75,13.615127304895916,55.11,20.98,25.45,1385.66,-9.12,7.108525901014678,76.99,22.09,26.78,8.2,2859.86,-14.62,3.44422454246012,17.07,41.82,28.97,11.3,5365.99,-23.42,5.05,64.75,80.8,84.6
2017-12-06 15:00:00,43.742619,-76.210945,44.04384569166667,-75.19622936666663,44.565189,-74.126633,12.5,81.53767352317661,97.31512175382977,7.1,0.0,0.0,0.0,725.22,-2.67,13.471774082347425,55.64,13.02,26.8,1387.45,-9.04,7.041695196223286,92.54,14.55,20.52,10.61,2863.63,-14.35,3.411753613420728,31.18,44.34,29.83,23.77,5365.98,-24.32,7.72,59.21,78.97,93.27
2017-12-06 16:00:00,44.091106,-76.35511,44.19116728440367,-75.69627919266055,44.242687,-74.942741,20.5,57.864141469542204,99.42220110369837,7.1,0.0,0.0,0.0,715.53,-3.18,14.366972733498246,63.3,11.02,29.32,1377.27,-9.07,7.464041182919834,85.35,18.34,23.58,17.76,2856.39,-13.75,3.59894832288308,41.26,46.99,34.01,32.51,5358.61,-24.58,8.34,62.23,79.36,96.65
2017-12-06 17:00:00,44.163189,-76.337357,44.40817743589743,-75.60385030769228,44.770058,-74.868477,16.5,54.533353316625956,104.98123175293199,7.1,0.0,0.0,0.0,715.09,-3.28,14.51565537205107,63.21,10.26,29.12,1376.62,-9.08,7.540207174093068,84.54,20.45,26.03,22.3,2857.69,-13.95,3.6323044137047753,51.15,44.82,35.27,35.37,5355.43,-25.18,8.8,63.07,78.96,97.16
2017-12-06 18:00:00,44.075089,-76.358643,44.33620916666665,-75.75001344117643,44.765526,-74.992447,12.5,58.664247819557154,98.26362655686155,7.1,0.0,0.0,0.0,712.79,-3.57,14.969345810126406,67.77,10.06,31.65,1374.23,-8.88,7.764348034899544,92.88,21.36,26.9,23.82,2852.66,-14.24,3.74036863839364,48.21,44.56,33.86,33.66,5348.06,-24.98,8.87,59.76,83.55,103.93
2017-12-06 19:00:00,44.072468,-76.351189,44.33617666019417,-75.57255210679611,44.746902,-74.639824,8.0,58.98588271378265,98.62908758965506,7.1,0.0,0.0,0.0,710.83,-3.45,14.841804650901059,69.88,6.35,33.53,1372.97,-8.56,7.684071756848293,84.14,23.39,29.7,33.02,2849.53,-14.76,3.70236495141304,26.52,47.55,29.85,33.23,5340.44,-25.38,8.19,58.37,82.59,107.82
2017-12-06 20:00:00,44.061932,-76.328812,44.41224247368421,-75.56870817543854,44.785328,-74.770607,18.0,60.08576343669015,99.60023301606243,7.1,0.0,0.0,0.0,708.31,-2.52,13.581623865256736,55.67,8.39,37.17,1372.13,-8.2,7.010997500236857,83.22,24.62,30.25,30.91,2848.95,-15.35,3.376682637462925,25.15,44.74,27.27,26.7,5333.66,-25.96,7.95,56.47,78.15,98.66
2017-12-06 21:00:00,43.974731,-76.172264,44.411700594059404,-75.47915702970299,44.945862,-74.847176,14.0,67.91628231202789,106.81122166882092,7.1,0.0,0.0,0.0,713.55,-2.14,12.949337817952493,64.2,14.06,36.27,1377.75,-8.41,6.706586826347305,93.83,24.59,29.88,22.37,2851.75,-17.42,3.240115718418515,36.81,40.96,26.95,18.23,5321.11,-28.42,9.88,49.8,62.44,68.42
2017-12-06 22:00:00,43.971951,-76.198174,44.287037576470574,-75.48250407058822,44.677795,-74.663551,19.5,67.6633054203698,104.76905191960054,7.1,0.0,0.0,0.0,709.61,-2.21,13.11988275249785,75.2,15.31,30.14,1373.73,-8.3,6.777168730390978,93.91,21.96,28.04,18.0,2848.43,-17.82,3.268467190698033,49.59,38.62,26.96,16.48,5314.4,-28.36,9.27,45.09,46.44,44.02
2017-12-06 23:00:00,44.036091,-76.161652,44.31482544554453,-75.32343826732672,44.731087,-74.392418,35.0,64.7706344781903,110.23619657451219,7.1,0.0,0.0,0.0,710.63,-1.89,12.650746520692907,86.82,16.34,28.3,1375.85,-7.88,6.534142530072319,95.69,24.53,26.66,14.59,2852.17,-17.47,3.1519860316881534,48.46,33.38,28.62,17.37,5319.03,-27.66,15.2,43.43,40.72,34.48
2017-12-07 00:00:00,43.974617,-76.198196,44.288030672897214,-75.26081820560745,44.683685,-74.217224,27.0,67.5123613029881,104.87634368002728,7.0,0.0,0.0,0.0,710.56,-1.82,12.412744877279893,96.23,18.22,28.11,1376.5,-7.41,6.40755539411551,95.95,24.07,27.12,12.59,2855.12,-17.26,3.0891871444983052,43.8,31.97,28.48,14.51,5320.93,-27.91,13.77,43.72,40.82,31.96
2017-12-07 01:00:00,43.984921,-76.27239200000002,44.28764498989899,-75.24857937373733,44.660023,-74.244057,14.0,65.64385578436142,99.83903774491735,7.0,0.0,0.0,0.0,703.23,-1.76,12.456806450236764,97.01,19.32,29.96,1369.87,-7.05,6.394767386686328,96.68,25.5,28.89,13.53,2849.2,-17.88,3.0745472413309,66.98,31.34,22.53,4.54,5315.08,-28.24,6.23,44.45,38.98,27.8
2017-12-07 02:00:00,44.075176,-76.343796,44.20974222680411,-75.27872215463921,44.241188,-74.224503,9.5,59.007648095914185,99.29051213265377,7.0,0.0,0.0,0.0,706.59,-1.46,11.972997070436888,94.17,20.5,26.78,1373.34,-7.24,6.160164271047228,96.71,27.7,25.86,7.58,2852.91,-17.35,2.9653932300703496,79.76,32.89,24.48,5.63,5321.7,-28.0,6.38,41.17,30.08,13.55
2017-12-07 03:00:00,43.971916,-76.20558199999998,44.22555061290322,-75.22169914516128,44.560638,-73.992035,21.5,67.54591702006871,104.2166455788113,7.0,0.0,0.0,0.0,708.5,-1.26,11.658433309809457,83.52,19.44,25.9,1374.69,-7.48,6.008627399631917,96.62,25.19,22.35,4.12,2853.98,-17.21,2.894203883699255,84.3,36.08,24.78,7.55,5329.1,-27.75,16.13,34.28,26.2,9.56
2017-12-07 04:00:00,43.777222,-76.222328,44.1559134453125,-75.17696189843753,44.656109,-74.146698,27.0,79.21417907965139,97.00048494115707,7.0,0.0,0.0,0.0,713.89,-0.72,10.813990950986845,64.85,23.49,20.18,1380.23,-7.8,5.593270686769596,94.16,23.33,20.44,4.31,2859.36,-17.81,2.699904873817917,81.64,32.4,23.48,0.01,5337.51,-28.17,33.85,30.69,20.62,4.06
2017-12-07 05:00:00,43.686687,-76.199394,44.05007614444445,-74.99163164444442,44.479515,-73.915894,-3.5,85.22852422437045,97.61182526656691,7.0,0.0,0.0,0.0,715.05,-2.87,13.803230543318652,83.28,26.41,9.66,1378.51,-8.17,7.1599045346062065,94.56,21.42,18.08,11.78,2855.15,-17.47,3.4569111955589027,80.04,34.48,22.63,5.35,5335.02,-28.0,46.04,30.35,19.79,9.36
2017-12-07 06:00:00,43.64135,-76.202682,43.971721517647055,-75.3458909764706,44.424557,-74.399162,34.0,88.18395203444435,97.1314258080333,7.0,0.0,0.0,0.0,716.48,-3.81,15.087650736936133,87.02,23.26,12.38,1378.36,-8.61,7.842653588322356,87.49,29.9,20.88,3.37,2854.06,-17.11,3.787586806163851,81.66,24.12,18.93,6.12,5338.05,-27.59,33.47,32.41,25.4,3.03
2017-12-07 07:00:00,43.713329,-76.20330799999998,43.96035969072165,-75.00243243298965,44.34782,-73.84899899999998,34.0,83.48073093771556,97.54677770146976,7.0,0.0,0.0,0.0,715.65,-4.02,15.39858869559142,87.91,20.2,11.65,1376.75,-9.01,8.004358089704013,92.61,31.34,15.72,6.34,2854.09,-15.4,3.861125612717188,70.43,23.91,14.73,7.74,5349.01,-27.1,26.37,35.31,29.61,13.31
2017-12-07 08:00:00,43.604046,-76.198677,43.673395278480996,-75.3973978734177,43.653202,-74.574158,28.0,90.62433327241102,97.47091235187479,7.0,0.0,0.0,0.0,718.03,-4.04,15.375402141971783,85.73,19.02,8.34,1378.75,-9.32,8.007252946509519,91.96,27.97,15.84,4.5,2857.1,-15.25,3.8640579608694128,68.71,23.34,14.56,6.31,5350.14,-27.31,26.94,35.9,32.49,19.05
2017-12-07 09:00:00,43.713329,-76.20330799999998,43.72323531521739,-75.32348106521741,43.7444,-74.373177,28.0,83.48073093771556,97.54677770146976,7.0,0.0,0.0,0.0,723.12,-4.07,15.3086624626618,74.21,27.59,9.91,1383.62,-9.08,8.000751651464999,92.9,27.72,17.65,14.06,2860.07,-15.83,3.8705346372641225,65.3,26.02,23.24,6.15,5349.04,-27.37,14.31,40.19,34.57,9.87
2017-12-07 10:00:00,43.718643,-76.207047,43.74202415151515,-75.38915617171719,43.726795,-74.46949000000002,14.5,83.11721829321586,97.30843542685952,7.0,0.0,0.0,0.0,722.6,-4.29,15.624135067810682,69.46,27.8,10.5,1382.24,-9.1,8.167901377474244,92.04,27.2,19.03,12.4,2859.91,-15.66,3.947676675140127,54.88,26.06,18.57,13.05,5347.66,-27.32,12.79,42.61,31.87,5.76
2017-12-07 11:00:00,43.70533,-76.203239,43.74051888888889,-75.65924957142856,43.770321,-74.871048,12.5,84.00101169311787,97.46824562889105,7.0,0.0,0.0,0.0,722.7,-4.18,15.46976615469766,71.18,26.63,10.88,1382.76,-9.1,8.085278717926466,90.48,27.3,18.63,11.31,2859.84,-15.63,3.90930961172653,50.52,24.55,17.57,12.81,5350.56,-26.88,10.58,42.81,30.84,5.95
2017-12-07 12:00:00,43.588017,-76.20590200000002,43.77489087128715,-75.13295421782175,44.248119,-74.142441,17.5,91.68544094198559,96.95159070858476,7.0,0.0,0.0,0.0,725.13,-4.01,15.183484340738904,73.2,24.3,10.3,1385.01,-9.39,7.94940108735677,85.85,27.38,21.31,4.23,2857.3,-16.26,3.853288069156196,55.21,23.82,18.05,8.84,5348.87,-26.34,7.27,43.21,31.89,10.73
